created_at,entry_id,current_occupancy,temperature,humidity
2024-09-20 18:13:51 UTC,1,15,,
2024-09-20 18:14:22 UTC,2,36,,
2024-09-20 18:14:53 UTC,3,47,,
2024-09-20 18:15:24 UTC,4,33,,
2024-09-20 18:15:55 UTC,5,39,,
2024-09-20 18:16:26 UTC,6,20,,
2024-09-20 18:16:57 UTC,7,22,,
2024-09-20 18:17:28 UTC,8,22,,
2024-09-20 18:17:59 UTC,9,13,,
2024-09-20 18:18:30 UTC,10,23,,
2024-09-20 18:19:01 UTC,11,13,,
2024-09-20 18:21:40 UTC,12,33,,
2024-09-20 18:22:11 UTC,13,42,,
2024-09-20 18:22:42 UTC,14,43,,
2024-09-20 18:28:06 UTC,15,22,,
2024-09-20 18:28:37 UTC,16,33,,
2024-09-20 18:29:08 UTC,17,16,,
2024-09-20 18:29:39 UTC,18,39,,
2024-09-20 18:30:10 UTC,19,13,,
2024-09-20 18:30:41 UTC,20,45,,
2024-09-20 18:31:12 UTC,21,25,,
2024-09-20 18:39:23 UTC,22,46,,
2024-09-20 18:39:54 UTC,23,11,,
2024-09-20 18:40:25 UTC,24,50,,
2024-09-20 18:40:56 UTC,25,38,,
2024-09-20 18:41:27 UTC,26,20,,
2024-09-20 18:41:58 UTC,27,42,,
2024-09-20 18:42:29 UTC,28,32,,
2024-09-20 18:43:00 UTC,29,41,,
2024-09-20 18:43:31 UTC,30,20,,
2024-09-20 18:44:02 UTC,31,37,,
2024-09-20 18:44:33 UTC,32,15,,
2024-09-20 18:45:04 UTC,33,33,,
2024-09-20 18:45:35 UTC,34,12,,
2024-09-20 18:46:06 UTC,35,40,,
2024-09-20 18:46:37 UTC,36,48,,
2024-09-20 18:47:08 UTC,37,21,,
2024-09-20 18:47:39 UTC,38,35,,
2024-09-20 18:48:10 UTC,39,12,,
2024-09-20 18:48:41 UTC,40,37,,
2024-09-20 18:49:12 UTC,41,18,,
2024-09-20 18:49:43 UTC,42,45,,
2024-09-20 18:50:14 UTC,43,27,,
2024-09-20 18:50:45 UTC,44,21,,
2024-09-20 18:51:16 UTC,45,12,,
2024-09-20 18:51:47 UTC,46,27,,
2024-09-20 18:52:18 UTC,47,21,,
2024-09-20 18:52:49 UTC,48,9,,
2024-09-20 18:53:20 UTC,49,48,,
2024-09-20 18:53:51 UTC,50,13,,
2024-09-20 18:54:22 UTC,51,29,,
2024-09-20 18:54:53 UTC,52,26,,
2024-09-20 18:55:37 UTC,53,14,,
2024-09-20 18:56:08 UTC,54,12,,
2024-09-20 18:56:39 UTC,55,41,,
2024-09-20 18:57:10 UTC,56,48,,
2024-09-20 18:57:41 UTC,57,41,,
2024-09-20 18:58:13 UTC,58,10,,
2024-09-20 18:58:43 UTC,59,16,,
2024-09-20 18:59:14 UTC,60,43,,
2024-09-20 18:59:45 UTC,61,29,,
2024-09-20 19:00:16 UTC,62,25,,
2024-09-20 19:00:47 UTC,63,12,,
2024-09-20 19:11:45 UTC,64,30,,
2024-09-20 19:12:16 UTC,65,1,,
2024-09-20 19:21:14 UTC,66,22,,
2024-09-20 19:21:45 UTC,67,12,,
2024-09-20 19:22:16 UTC,68,4,,
2024-09-20 19:22:47 UTC,69,14,,
2024-09-20 19:23:18 UTC,70,5,,
2024-09-20 19:23:49 UTC,71,35,,
2024-09-20 19:24:20 UTC,72,9,,
2024-09-20 19:24:51 UTC,73,23,,
2024-09-20 19:25:22 UTC,74,40,,
2024-09-20 19:25:53 UTC,75,21,,
2024-09-20 19:26:24 UTC,76,3,,
2024-09-20 19:26:55 UTC,77,22,,
2024-09-20 19:27:33 UTC,78,50,,
2024-09-20 19:28:04 UTC,79,30,,
2024-09-20 19:28:35 UTC,80,12,,
2024-09-20 19:29:06 UTC,81,19,,
2024-09-20 19:29:37 UTC,82,24,,
2024-09-20 19:30:08 UTC,83,18,,
2024-09-20 19:31:45 UTC,84,14,,
2024-09-20 19:35:04 UTC,85,17,18.21,40.23
2024-09-20 19:35:35 UTC,86,13,25.71,43.45
2024-09-20 19:36:06 UTC,87,8,24.8,35.68
2024-09-20 19:36:37 UTC,88,7,21.28,51.57
