created_at,entry_id,current_occupancy,temperature,humidity
2024-12-06 09:49:05 UTC,1,,16.67786009144453,49.70249689419716
2024-12-06 09:49:36 UTC,2,1.0,16.67786009144453,49.70249689419716
2024-12-12 10:46:18 UTC,3,,16.265731510845335,49.60919579144544
2024-12-12 10:46:53 UTC,4,,15.926999114803971,49.57784562075415
2024-12-12 10:47:27 UTC,5,,16.129729093574525,49.62548502222663
2024-12-12 10:48:01 UTC,6,,16.36769393042625,49.93984727757773
2024-12-12 10:48:42 UTC,7,,16.172025002316687,50.043765823559625
2024-12-12 10:49:14 UTC,8,,16.0578649730086,50.00523409182231
2024-12-12 10:49:45 UTC,9,,16.51387336421153,50.02102453927144
2024-12-12 10:50:18 UTC,10,,16.069681294843623,49.76930959710831
2024-12-12 10:50:54 UTC,11,,15.874568123384236,49.80429431873671
2024-12-12 10:51:24 UTC,12,,15.48165150732028,49.34569599045952
2024-12-12 10:52:02 UTC,13,,15.125058174593038,49.66011944196812
2024-12-12 10:52:33 UTC,14,,15.396982976332168,49.58026089465451
2024-12-12 10:53:13 UTC,15,,15.750196051610017,49.31207228118766
2024-12-12 10:53:48 UTC,16,,15.559410829007213,49.166093557068606
2024-12-12 10:54:21 UTC,17,,15.221872992390146,49.2743258465191
2024-12-12 10:54:52 UTC,18,,15.537498905651756,49.02709988930937
2024-12-12 10:55:21 UTC,19,,15.706801697924508,48.75013371443629
2024-12-12 10:56:00 UTC,20,,15.98052414812278,48.90739064349105
2024-12-12 10:56:35 UTC,21,,16.188245106008146,48.78968880662483
2024-12-12 10:57:11 UTC,22,,16.148625350680213,49.19565898209231
2024-12-12 10:57:50 UTC,23,,16.369675198754116,48.85882352373629
2024-12-12 10:58:27 UTC,24,,16.565964983038462,49.27819690979264
2024-12-12 10:59:10 UTC,25,,16.103849938557268,49.408289243335865
2024-12-12 10:59:48 UTC,26,,16.22755966910083,49.33586195009977
2024-12-12 11:00:27 UTC,27,,15.821457526067544,49.4831368792661
2024-12-12 11:01:04 UTC,28,,15.750862067904476,49.07582198392853
2024-12-12 11:01:41 UTC,29,,15.533367797898212,48.73656138350135
2024-12-12 11:02:21 UTC,30,,15.148003733648991,49.204520258722674
2024-12-12 11:02:55 UTC,31,,14.763164704169066,49.19546692072819
2024-12-12 11:03:28 UTC,32,,14.732707883934292,49.552080598106
2024-12-12 11:03:57 UTC,33,,14.314205735789008,49.88847460613364
2024-12-12 11:04:33 UTC,34,,14.698508698860882,50.20764490934224
2024-12-12 11:05:09 UTC,35,,15.074393542097836,50.3157944843087
2024-12-12 11:05:43 UTC,36,,15.001636385475212,50.39191423815049
2024-12-12 11:06:23 UTC,37,,14.910354157698746,50.76885154816321
2024-12-12 11:06:59 UTC,38,,15.067645478988885,50.41841728721845
2024-12-12 11:07:39 UTC,39,,15.107542588544195,50.74680410921613
2024-12-12 11:08:18 UTC,40,,15.066748517738167,50.66592000422613
2024-12-12 11:08:49 UTC,41,,14.658633600519758,50.84404261112689
2024-12-12 11:09:30 UTC,42,,15.1413388016724,50.77788540266452
2024-12-12 11:10:10 UTC,43,,15.187002214666762,51.202435014695205
2024-12-12 11:10:42 UTC,44,,15.140443155955504,50.77679263790449
2024-12-12 11:11:23 UTC,45,,14.999598833467935,50.28684759466419
2024-12-12 11:12:00 UTC,46,,14.624974655485588,50.41301873234848
2024-12-12 11:12:37 UTC,47,,14.80795619032598,50.04153158925075
2024-12-12 11:13:16 UTC,48,,14.864065174808276,50.0385928392358
2024-12-19 11:17:08 UTC,49,,16.364166559604044,49.51288083347011
2024-12-19 11:25:44 UTC,50,,16.69899068149582,50.1060345652212
2024-12-19 11:33:47 UTC,51,,16.473343733834596,49.67732362345853
2024-12-19 11:42:00 UTC,52,,16.232248655943543,49.77773622782704
2024-12-19 11:42:34 UTC,53,,15.746875909666274,49.35819707898549
2024-12-19 11:43:12 UTC,54,,16.060433091475673,49.33531909131035
2024-12-19 11:43:54 UTC,55,,16.3847251191528,49.07466432840733
2024-12-19 11:44:30 UTC,56,,16.338078309107786,49.41312826149359
2024-12-19 11:45:04 UTC,57,,15.95327350559988,49.28113331319036
2024-12-19 11:45:46 UTC,58,,15.954905150795677,49.50824422751529
2024-12-19 11:46:19 UTC,59,,15.901149982645864,49.6582883268339
2024-12-19 11:46:53 UTC,60,,16.160865578174995,49.66046826894929
2024-12-19 11:47:29 UTC,61,,16.084015990416745,49.95684844537996
2024-12-19 11:48:04 UTC,62,,16.169771856182727,49.81145413469913
2024-12-19 11:48:52 UTC,63,,15.81256121010689,50.23690834295809
2024-12-19 11:49:28 UTC,64,,15.810596801075793,49.9373392180328
2024-12-19 11:49:58 UTC,65,,15.852191832762667,49.711891460011145
2024-12-19 11:50:35 UTC,66,,16.03088290671586,49.54487260361954
2024-12-19 11:51:09 UTC,67,,16.344273439883864,49.22845667318085
2024-12-19 11:51:41 UTC,68,,16.364854217284304,49.35093311000251
2024-12-19 11:52:23 UTC,69,,16.600918861221075,49.644528578800845
2024-12-19 11:52:53 UTC,70,,16.475595800455356,49.32232116726652
2024-12-19 11:53:31 UTC,71,,16.070150225203772,49.0237574292406
2024-12-19 11:54:07 UTC,72,,16.14865763021339,48.85599263208419
2024-12-19 11:54:47 UTC,73,,16.079505228037846,49.13998433426225
2024-12-19 11:55:24 UTC,74,,15.974940865562576,49.013506288915785
2024-12-19 11:56:04 UTC,75,,16.20864653124499,49.118947523265696
2024-12-19 11:56:43 UTC,76,,16.47914542103871,49.36332208762592
2024-12-19 11:57:21 UTC,77,,16.307236552665927,48.95494015859341
2024-12-19 11:57:54 UTC,78,,15.893404544223268,48.63368979407588
2024-12-19 11:58:26 UTC,79,,15.857259384571408,48.28619302322079
2024-12-19 11:59:02 UTC,80,,16.299097478278398,48.2233358408953
2024-12-19 11:59:38 UTC,81,,16.329506321464773,47.97838046871667
2024-12-19 12:00:10 UTC,82,,16.09039654969561,47.70714609390294
2024-12-19 12:00:47 UTC,83,,15.615439972436592,48.048196145134376
2024-12-19 12:01:26 UTC,84,,15.222529861094682,47.97494667467888
2024-12-19 12:01:55 UTC,85,,15.1276163442284,48.29253831349304
2024-12-19 12:02:32 UTC,86,,14.941811376375265,48.11623090874178
2024-12-19 12:03:10 UTC,87,,14.704857532947532,48.00122387904489
2024-12-19 12:03:47 UTC,88,,14.533598040788146,48.12129217973423
2024-12-19 12:04:17 UTC,89,,14.629923143453553,48.415019374580616
2024-12-19 12:04:51 UTC,90,,14.873053376294113,48.591202794671126
2024-12-19 12:05:26 UTC,91,,15.236751427950232,48.48151625189915
2024-12-19 12:05:59 UTC,92,,15.615997761688355,48.06431302254053
2024-12-19 12:06:44 UTC,93,,16.10484758106622,48.54715406070549
2024-12-19 12:07:33 UTC,94,,15.905741736909484,48.63422643617746
2024-12-19 12:08:07 UTC,95,,15.61589577183782,48.212372635498106
2024-12-19 12:08:43 UTC,96,,16.00773282634538,48.27194284562575
2024-12-19 12:09:15 UTC,97,,16.130327194424385,48.2023122184101
2024-12-19 12:09:55 UTC,98,,16.341086195529552,48.350359923979646
2024-12-19 12:10:25 UTC,99,,16.80744333612709,47.95738657607984
2024-12-19 12:10:59 UTC,100,,17.076480413675284,48.195394072138384
2024-12-19 12:11:40 UTC,101,,16.61642110871881,47.71974454300568
2024-12-19 12:12:13 UTC,102,,16.770810252661384,47.57926520944213
2024-12-19 12:12:50 UTC,103,,16.456350127536876,47.61766468470115
2024-12-19 12:13:30 UTC,104,,16.88042756984632,47.14791785669362
2024-12-19 12:13:59 UTC,105,,16.478954283007702,47.46550144665124
2024-12-19 12:14:39 UTC,106,,16.873562767543632,47.35333902051323
2024-12-19 12:15:18 UTC,107,,16.573089782241535,47.04638495647919
2024-12-19 12:15:53 UTC,108,,16.853477413547683,47.52502360955298
2024-12-19 12:16:27 UTC,109,,17.148963362919492,47.31859781972843
2024-12-19 12:17:10 UTC,110,,17.149345474649678,46.97735987910315
2024-12-19 12:17:50 UTC,111,,16.684952497825535,47.2832634016164
2024-12-19 12:18:27 UTC,112,,17.066831808563318,47.13355616088552
2024-12-19 12:18:59 UTC,113,,17.003267181699496,46.96290544305642
2024-12-19 12:19:33 UTC,114,,16.669821093137006,47.06929890603001
2024-12-19 12:20:08 UTC,115,,16.603231328682195,47.46915430058431
2024-12-19 12:20:39 UTC,116,,16.627396671821845,47.15533121314004
2024-12-19 12:21:14 UTC,117,,16.42083387631119,46.67339714800245
2024-12-19 12:21:53 UTC,118,,16.206761868284175,46.99661061307688
2024-12-19 12:22:34 UTC,119,,16.612358045471876,47.17706059114754
2024-12-19 12:23:11 UTC,120,,16.21984470791145,47.23895478098802
